Dates,12M,18M,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,12Y,15Y,20Y,25Y,30Y
8/18/2025,3.8514,3.6347,3.5255,3.4402,3.4457,3.4877,3.5483,3.6142,3.6801,3.7435,3.8045,3.9135,4.036,4.1351,4.1414,4.1067
8/15/2025,3.8396,3.622,3.5109,3.4285,3.437,3.48,3.5405,3.6058,3.6705,3.7335,3.7941,3.9024,4.025,4.1242,4.1306,4.0962
8/14/2025,3.8143,3.5976,3.4886,3.4072,3.4141,3.4548,3.5128,3.5763,3.6399,3.7015,3.7608,3.8665,3.9859,4.0811,4.0853,4.0486
8/13/2025,3.76,3.5423,3.4333,3.3532,3.3607,3.4025,3.461,3.5248,3.5886,3.6502,3.7094,3.8167,3.9372,4.0337,4.0386,4.0024
8/12/2025,3.8063,3.5895,3.4846,3.4088,3.4174,3.4588,3.516,3.5786,3.6408,3.701,3.7593,3.8655,3.9854,4.0809,4.0849,4.0484
8/11/2025,3.8478,3.6316,3.527,3.4433,3.4428,3.4764,3.5285,3.5871,3.6466,3.7043,3.76,3.8622,3.9775,4.0685,4.0698,4.0313
8/8/2025,3.8475,3.6332,3.5255,3.4399,3.4386,3.4705,3.5223,3.5804,3.6395,3.6969,3.7521,3.8532,3.9676,4.0571,4.0576,4.0177
8/7/2025,3.8151,3.595,3.484,3.3977,3.3969,3.4304,3.484,3.5438,3.6043,3.6627,3.7193,3.822,3.9378,4.029,4.0305,3.9921
8/6/2025,3.817,3.5905,3.4747,3.386,3.3844,3.4177,3.4717,3.5323,3.5935,3.6522,3.7093,3.8135,3.9306,4.022,4.0243,3.9852
8/5/2025,3.8386,3.6077,3.4893,3.3962,3.3881,3.416,3.4644,3.52,3.5767,3.6316,3.6853,3.7833,3.894,3.9793,3.9773,3.9356
8/4/2025,3.7954,3.5592,3.4422,3.35,3.3454,3.3778,3.4316,3.4921,3.5535,3.612,3.669,3.7729,3.8899,3.981,3.983,3.9445
8/1/2025,3.8153,3.577,3.457,3.3685,3.368,3.405,3.462,3.5253,3.5881,3.6485,3.7069,3.8116,3.9297,4.0212,4.0233,3.9847
7/31/2025,4.0781,3.8522,3.7238,3.6076,3.5869,3.6056,3.647,3.6961,3.7469,3.7969,3.8456,3.935,4.0373,4.1131,4.1041,4.0569
7/30/2025,4.053,3.8305,3.7046,3.5912,3.5717,3.5913,3.635,3.6864,3.7388,3.7903,3.8406,3.9324,4.0363,4.113,4.1046,4.0581
7/29/2025,3.9735,3.7495,3.6257,3.5195,3.5069,3.5328,3.5809,3.6353,3.6904,3.7443,3.7965,3.8916,3.9995,4.08,4.0739,4.0294
7/28/2025,4.007,3.7915,3.6742,3.5765,3.5703,3.6019,3.6536,3.7115,3.7689,3.8249,3.8788,3.9767,4.0876,4.1712,4.1668,4.1234
7/25/2025,4.0093,3.7913,3.6747,3.575,3.5665,3.5956,3.6449,3.7005,3.7563,3.8107,3.8635,3.9599,4.0695,4.152,4.147,4.1027
7/24/2025,4.0103,3.7851,3.6654,3.5674,3.5621,3.5944,3.6442,3.7003,3.7556,3.8101,3.8631,3.959,4.0688,4.1513,4.1458,4.1016
7/23/2025,3.988,3.7541,3.6301,3.53,3.526,3.5608,3.6147,3.675,3.734,3.791,3.8465,3.946,4.0589,4.1449,4.1415,4.0989
7/22/2025,3.9689,3.7181,3.587,3.4842,3.4825,3.519,3.575,3.6375,3.6978,3.7561,3.8124,3.9142,4.0296,4.119,4.1178,4.0771
7/21/2025,3.9854,3.741,3.6158,3.5154,3.5147,3.5515,3.6061,3.6665,3.7255,3.7825,3.8374,3.937,4.0505,4.1377,4.136,4.095
7/18/2025,3.9866,3.7491,3.6283,3.536,3.537,3.5746,3.632,3.6968,3.757,3.8128,3.8687,3.9682,4.081,4.1667,4.1669,4.1255
7/17/2025,4.0128,3.7786,3.66,3.5707,3.5746,3.6123,3.6685,3.7296,3.7884,3.845,3.9,3.9982,4.1093,4.1932,4.1896,4.1474
7/16/2025,3.9924,3.7596,3.6444,3.5628,3.5682,3.6074,3.6641,3.7256,3.7845,3.8413,3.8958,3.9937,4.1039,4.1867,4.1823,4.1398
7/15/2025,4.0256,3.8032,3.6942,3.6144,3.617,3.6516,3.704,3.7614,3.8169,3.8708,3.922,4.0174,4.1231,4.2023,4.1951,4.1506
7/14/2025,3.9885,3.7614,3.6525,3.57,3.5698,3.6025,3.6551,3.7132,3.77,3.8245,3.8773,3.9725,4.0793,4.159,4.1526,4.1087
7/11/2025,3.975,3.7496,3.6357,3.5505,3.5495,3.5808,3.6331,3.6905,3.7469,3.8015,3.8543,3.949,4.055,4.1343,4.127,4.0827
7/10/2025,3.962,3.7334,3.6198,3.5312,3.5232,3.5483,3.595,3.6476,3.7003,3.7514,3.8015,3.893,3.9956,4.0723,4.0632,4.0178
7/9/2025,3.9525,3.7163,3.5969,3.5051,3.4967,3.5224,3.5708,3.6249,3.679,3.7317,3.7829,3.877,3.9816,4.0611,4.054,4.0099
7/8/2025,3.995,3.7611,3.6448,3.5594,3.5556,3.5855,3.6355,3.691,3.7455,3.7985,3.8491,3.9415,4.0436,4.1191,4.1089,4.0627
7/7/2025,3.986,3.7498,3.6331,3.5433,3.538,3.5674,3.6163,3.6699,3.7241,3.7765,3.8269,3.9193,4.0227,4.0998,4.0905,4.0454
7/4/2025,3.96,3.7462,3.6271,3.5368,3.5277,3.5528,3.5988,3.6497,3.7021,3.7529,3.8013,3.8901,3.9894,4.063,4.0503,4.0023
7/3/2025,3.983,3.7462,3.6271,3.5368,3.5277,3.5528,3.5988,3.6497,3.7021,3.7529,3.8013,3.8901,3.9894,4.063,4.0503,4.0023
7/2/2025,3.8761,3.6448,3.5347,3.4582,3.4571,3.489,3.5366,3.5888,3.6413,3.692,3.7411,3.8296,3.9285,4,3.9873,3.9388
7/1/2025,3.8909,3.6512,3.5331,3.4465,3.44,3.4675,3.513,3.5638,3.615,3.6646,3.7129,3.801,3.8995,3.9713,3.9581,3.9094
6/30/2025,3.8667,3.6121,3.4903,3.3993,3.3967,3.4284,3.477,3.5305,3.5847,3.6364,3.6865,3.7784,3.881,3.9564,3.9459,3.8996
6/27/2025,3.8874,3.6404,3.5215,3.4309,3.4256,3.4571,3.5089,3.5656,3.622,3.6763,3.7285,3.8225,3.9275,4.005,3.9957,3.9504
6/26/2025,3.878,3.6295,3.504,3.4069,3.3968,3.4245,3.4745,3.53,3.5857,3.6392,3.6907,3.7829,3.8859,3.9608,3.95,3.9045
6/25/2025,3.9166,3.6829,3.5629,3.4695,3.4616,3.4895,3.5368,3.5889,3.641,3.6912,3.7397,3.8279,3.9259,3.9955,3.982,3.9342
6/24/2025,3.9491,3.7115,3.5884,3.4898,3.4783,3.5035,3.5483,3.5984,3.6485,3.6975,3.7443,3.8313,3.9282,3.9964,3.9819,3.9334
6/23/2025,3.9868,3.7544,3.6355,3.5383,3.5293,3.5562,3.603,3.6544,3.7059,3.7553,3.803,3.8884,3.9838,4.0493,4.033,3.9828
6/20/2025,4.0213,3.7995,3.6828,3.591,3.5806,3.6044,3.6476,3.6963,3.745,3.7919,3.8378,3.921,4.0144,4.0784,4.0605,4.009
6/19/2025,4.0505,3.83,3.7137,3.6199,3.6102,3.633,3.6742,3.7203,3.7668,3.8117,3.856,3.9363,4.026,4.087,4.0674,4.0141
6/18/2025,4.0488,3.8306,3.7136,3.6199,3.609,3.6314,3.6723,3.7189,3.765,3.8101,3.8541,3.9343,4.0244,4.0853,4.0651,4.012
6/17/2025,4.0645,3.8444,3.7248,3.6287,3.6184,3.6393,3.6798,3.7258,3.7731,3.8179,3.8616,3.9435,4.0345,4.0962,4.0761,4.0237
6/16/2025,4.065,3.8538,3.7431,3.6571,3.6507,3.6765,3.7216,3.772,3.8212,3.8688,3.9137,3.9975,4.0899,4.1533,4.1347,4.0832
6/13/2025,4.0335,3.8241,3.714,3.626,3.6168,3.639,3.6814,3.7281,3.7747,3.8201,3.8636,3.944,4.0331,4.0935,4.0731,4.0205
6/12/2025,4.0152,3.8001,3.689,3.6025,3.5957,3.6192,3.6619,3.7094,3.7559,3.8008,3.844,3.9235,4.0111,4.0691,4.0471,3.9929
6/11/2025,4.0427,3.8382,3.731,3.6482,3.6455,3.6723,3.7172,3.7664,3.8141,3.8595,3.9036,3.9861,4.0769,4.1381,4.1184,4.0659
6/10/2025,4.0958,3.899,3.796,3.7155,3.7101,3.7332,3.7744,3.8196,3.8638,3.9063,3.9476,4.0234,4.1072,4.161,4.1356,4.0786
6/9/2025,4.088,3.8877,3.7822,3.703,3.7026,3.7297,3.7734,3.8207,3.8667,3.9109,3.9534,4.0306,4.1155,4.1705,4.146,4.0895
6/6/2025,4.0953,3.9078,3.811,3.736,3.7353,3.7614,3.8031,3.8487,3.8935,3.9365,3.9782,4.0541,4.1382,4.1929,4.1685,4.1121
6/5/2025,4.016,3.8077,3.6989,3.6163,3.6148,3.6425,3.6871,3.7357,3.7837,3.8295,3.8741,3.955,4.0439,4.1043,4.0837,4.0305
6/4/2025,3.9904,3.7705,3.6515,3.5586,3.5545,3.5833,3.6335,3.6879,3.7407,3.7912,3.8399,3.9268,4.022,4.0885,4.0721,4.0219
6/3/2025,4.055,3.8483,3.7354,3.6464,3.6439,3.6746,3.7235,3.7769,3.8282,3.8777,3.9252,4.0118,4.1069,4.1731,4.1559,4.1052
6/2/2025,4.0465,3.8327,3.7156,3.6223,3.6167,3.6459,3.6949,3.7485,3.8009,3.8507,3.8986,3.9848,4.0794,4.145,4.1271,4.0765
5/30/2025,4.0249,3.8016,3.6781,3.5783,3.573,3.6025,3.6525,3.7069,3.7593,3.8097,3.8577,3.945,4.0409,4.1075,4.091,4.0406
5/29/2025,4.0537,3.8331,3.7116,3.6148,3.6085,3.636,3.6812,3.731,3.7795,3.826,3.871,3.9525,4.0422,4.1026,4.0825,4.0289
5/28/2025,4.1013,3.8874,3.7694,3.6704,3.6616,3.6869,3.7325,3.7825,3.8313,3.8777,3.9225,4.0039,4.0937,4.1542,4.1336,4.08
5/27/2025,4.0873,3.8671,3.744,3.6435,3.6336,3.6562,3.701,3.7501,3.7989,3.8448,3.8892,3.9715,4.062,4.1239,4.1048,4.0525
5/26/2025,4.0861,3.8635,3.7523,3.6634,3.6628,3.691,3.742,3.7955,3.8485,3.8978,3.9444,4.0306,4.1231,4.1905,4.1724,4.122
5/23/2025,4.0861,3.8635,3.7523,3.6634,3.6628,3.691,3.742,3.7955,3.8485,3.8978,3.9444,4.0306,4.1231,4.1905,4.1724,4.122
5/22/2025,4.0789,3.8735,3.7678,3.6903,3.6919,3.7238,3.7757,3.8307,3.8827,3.9318,3.9785,4.062,4.1533,4.2161,4.1964,4.1425
5/21/2025,4.0795,3.8852,3.7882,3.7242,3.7345,3.7721,3.8256,3.8807,3.932,3.9798,4.026,4.1069,4.1943,4.253,4.23,4.1738
5/20/2025,4.0668,3.8551,3.749,3.6705,3.673,3.7058,3.7538,3.8045,3.852,3.8971,3.9407,4.0197,4.1058,4.165,4.1425,4.0861
5/19/2025,4.0666,3.8615,3.7593,3.6785,3.6748,3.7005,3.7426,3.7875,3.8308,3.8715,3.9113,3.9838,4.063,4.1151,4.0876,4.028
5/16/2025,4.085,3.8886,3.7893,3.7135,3.7112,3.7379,3.7813,3.8276,3.8716,3.9131,3.9544,4.029,4.1115,4.1806,4.1545,4.0838
5/15/2025,4.0473,3.8445,3.7464,3.6758,3.6757,3.7029,3.7452,3.7899,3.8329,3.8738,3.9135,3.9862,4.0647,4.1166,4.089,4.0289
5/14/2025,4.1023,3.9255,3.8408,3.7808,3.7836,3.8117,3.853,3.8956,3.9364,3.9753,4.0135,4.0823,4.1573,4.2054,4.1748,4.112
5/13/2025,4.0717,3.8776,3.7868,3.7196,3.7174,3.742,3.7824,3.8255,3.8662,3.9055,3.9439,4.0146,4.0918,4.1429,4.114,4.0527
5/12/2025,4.066,3.8791,3.796,3.7357,3.7328,3.7562,3.7965,3.8389,3.8795,3.9181,3.9563,4.0274,4.1052,4.1564,4.1271,4.0664
5/9/2025,3.9815,3.7719,3.6708,3.6018,3.6038,3.6355,3.68,3.7247,3.7685,3.8098,3.8498,3.9249,4.007,4.0621,4.0357,3.9768
5/8/2025,3.9718,3.7534,3.6495,3.5795,3.5843,3.6172,3.6645,3.7128,3.759,3.8025,3.8449,3.9219,4.0056,4.0617,4.0359,3.9776
5/7/2025,3.9056,3.665,3.5465,3.4618,3.4625,3.4957,3.5445,3.5946,3.6427,3.6885,3.7329,3.8142,3.9025,3.9648,3.9441,3.8873
5/6/2025,3.8918,3.656,3.5428,3.4661,3.4742,3.5128,3.5634,3.6145,3.6635,3.7096,3.7535,3.834,3.9205,3.9802,3.9564,3.8997
5/5/2025,3.9318,3.7037,3.5958,3.5186,3.5263,3.5642,3.6159,3.668,3.7177,3.7645,3.8088,3.8877,3.9724,4.0294,4.0034,3.9456
5/2/2025,3.9062,3.688,3.585,3.5086,3.5106,3.5423,3.5894,3.6378,3.6843,3.7285,3.7705,3.8477,3.9308,3.9868,3.9605,3.9026
5/1/2025,3.8048,3.5706,3.4611,3.386,3.3958,3.4358,3.4907,3.5454,3.597,3.6455,3.6915,3.7739,3.8626,3.9237,3.9003,3.8445
4/30/2025,3.7435,3.4917,3.3727,3.2986,3.3114,3.354,3.4149,3.4749,3.531,3.5834,3.6328,3.7205,3.8146,3.8802,3.861,3.8088
4/29/2025,3.7815,3.5278,3.4118,3.3424,3.3529,3.3941,3.4498,3.5065,3.5582,3.6065,3.6527,3.7335,3.8205,3.8783,3.8537,3.797
4/28/2025,3.813,3.5711,3.4593,3.3933,3.4053,3.4467,3.5012,3.555,3.6046,3.6507,3.695,3.7746,3.8604,3.9178,3.892,3.8351
4/25/2025,3.8388,3.6129,3.5092,3.4421,3.4531,3.4928,3.5435,3.5931,3.6396,3.6827,3.724,3.7991,3.8825,3.9335,3.9052,3.8461
4/24/2025,3.8722,3.6561,3.5587,3.5018,3.5202,3.5654,3.6195,3.671,3.7185,3.7625,3.8048,3.8802,3.9619,4.0128,3.9834,3.9236
4/23/2025,3.9203,3.7199,3.6307,3.5781,3.5976,3.641,3.6885,3.7334,3.7747,3.8141,3.852,3.9215,3.9966,4.0413,4.0079,3.9448
4/22/2025,3.868,3.6534,3.5592,3.512,3.5444,3.6001,3.6587,3.7128,3.7618,3.8075,3.8511,3.9288,4.0125,4.064,4.0346,3.9737
4/21/2025,3.826,3.6015,3.5026,3.4618,3.5027,3.5666,3.6314,3.6915,3.7465,3.7964,3.843,3.9231,4.0088,4.0625,4.0336,3.9731
4/18/2025,3.861,3.648,3.544,3.4987,3.5282,3.566,3.6176,3.6671,3.7134,3.7562,3.7975,3.8744,3.9554,4.0059,3.9761,3.9156
4/17/2025,3.861,3.648,3.544,3.4987,3.5282,3.566,3.6176,3.6671,3.7134,3.7562,3.7975,3.8744,3.9554,4.0059,3.9761,3.9156
4/16/2025,3.835,3.6239,3.527,3.4705,3.489,3.5295,3.5789,3.6272,3.672,3.7138,3.7541,3.8271,3.9054,3.9531,3.9215,3.8603
4/15/2025,3.887,3.6917,3.6047,3.5542,3.5723,3.6102,3.6547,3.6979,3.7379,3.7754,3.8123,3.8822,3.958,4.0016,3.9685,3.905
4/14/2025,3.8886,3.7023,3.6208,3.5799,3.6021,3.6417,3.6901,3.7364,3.7792,3.8192,3.8574,3.9292,4.0059,4.0516,4.0169,3.9523
4/11/2025,3.9374,3.7783,3.7129,3.6866,3.7139,3.7529,3.7935,3.8315,3.8668,3.8999,3.9321,3.993,4.0576,4.0927,4.0506,3.9798
4/10/2025,3.8653,3.6877,3.6131,3.5854,3.618,3.6623,3.7059,3.7511,3.7914,3.8293,3.8653,3.9305,4.0026,4.0459,4.0135,3.9495
4/9/2025,3.9546,3.7756,3.6925,3.6425,3.6472,3.6673,3.6964,3.7255,3.7529,3.7805,3.809,3.8655,3.9276,3.9654,3.928,3.8612
4/8/2025,3.7191,3.5253,3.4401,3.402,3.425,3.4637,3.513,3.5629,3.6084,3.651,3.6902,3.7607,3.836,3.8853,3.857,3.797
4/7/2025,3.8059,3.6114,3.52,3.4584,3.4615,3.4852,3.5196,3.5555,3.5909,3.625,3.6583,3.7178,3.7843,3.8245,3.7902,3.7262
4/4/2025,3.7528,3.54,3.4381,3.359,3.3513,3.3676,3.392,3.4203,3.4501,3.48,3.5101,3.5662,3.6301,3.6703,3.6366,3.5745
4/3/2025,3.8269,3.6053,3.4974,3.4071,3.3933,3.4064,3.4339,3.4655,3.497,3.5279,3.5607,3.6214,3.6915,3.738,3.7097,3.6509
4/2/2025,3.9691,3.7794,3.6856,3.5983,3.579,3.5825,3.598,3.6205,3.6441,3.6727,3.6941,3.743,3.7966,3.8287,3.79,3.7238
4/1/2025,3.966,3.792,3.7142,3.6392,3.621,3.625,3.6432,3.6645,3.686,3.7081,3.731,3.7775,3.8324,3.86,3.8191,3.7509
3/31/2025,3.9712,3.7963,3.7174,3.6456,3.6348,3.6453,3.667,3.6909,3.714,3.7373,3.7613,3.8092,3.8652,3.8952,3.855,3.7876
3/28/2025,3.9842,3.8156,3.7385,3.6673,3.6598,3.6737,3.6979,3.7235,3.7483,3.773,3.7981,3.848,3.9071,3.9394,3.9005,3.8345
3/27/2025,4.0573,3.8984,3.8276,3.765,3.7635,3.7817,3.8085,3.836,3.8615,3.8865,3.912,3.9601,4.0155,4.0416,3.9996,3.9308
3/26/2025,4.067,3.9162,3.8481,3.7831,3.7785,3.7924,3.8133,3.835,3.8563,3.8783,3.9007,3.9461,3.999,4.024,3.9806,3.9112
3/25/2025,4.066,3.9103,3.8401,3.7724,3.7636,3.7732,3.7918,3.8125,3.8335,3.8545,3.8765,3.9208,3.973,3.9974,3.9533,3.8831
3/24/2025,4.0733,3.9212,3.8554,3.7923,3.787,3.7981,3.8165,3.8368,3.8572,3.8777,3.899,3.9405,3.9893,4.0098,3.963,3.8906
3/21/2025,4.0134,3.8478,3.774,3.7082,3.7003,3.7096,3.7286,3.7494,3.7707,3.7925,3.8151,3.8597,3.912,3.9365,3.8925,3.8223
3/20/2025,4.033,3.8692,3.7951,3.7261,3.716,3.723,3.7381,3.7556,3.774,3.793,3.8133,3.8539,3.9017,3.9209,3.873,3.7997
3/19/2025,4.0475,3.883,3.8097,3.7411,3.7321,3.7409,3.7569,3.775,3.7935,3.8121,3.832,3.8725,3.9197,3.9378,3.8889,3.8146
3/18/2025,4.0895,3.9404,3.8748,3.8062,3.7886,3.7895,3.8021,3.8183,3.835,3.852,3.8706,3.9101,3.956,3.973,3.9237,3.8495
3/17/2025,4.0838,3.9386,3.8783,3.8146,3.8044,3.8103,3.8242,3.8401,3.8564,3.8734,3.8914,3.9289,3.9724,3.9865,3.935,3.8593
3/14/2025,4.0479,3.9088,3.8524,3.7971,3.7925,3.8046,3.8225,3.8417,3.8609,3.8801,3.9001,3.9403,3.9867,4.0032,3.9535,3.8791
3/13/2025,4.0065,3.8529,3.7911,3.7338,3.7319,3.7448,3.7646,3.7855,3.806,3.8265,3.8479,3.89,3.9387,3.9573,3.908,3.8354
3/12/2025,4.0287,3.8828,3.8234,3.7701,3.7677,3.7797,3.7991,3.82,3.84,3.8605,3.8816,3.924,3.973,3.9903,3.9413,3.8685
3/11/2025,3.9908,3.8355,3.7748,3.7239,3.7226,3.7354,3.755,3.7763,3.7964,3.817,3.838,3.88,3.9283,3.9436,3.893,3.8194
3/10/2025,3.9405,3.774,3.7083,3.6539,3.6505,3.6615,3.6816,3.7039,3.7252,3.7466,3.7685,3.812,3.8621,3.8789,3.8298,3.7576
3/7/2025,4.0287,3.8857,3.831,3.7851,3.783,3.792,3.806,3.8215,3.8365,3.852,3.869,3.9046,3.9452,3.954,3.8991,3.8217
3/6/2025,3.9885,3.8464,3.7945,3.7542,3.7564,3.7687,3.7848,3.8018,3.8183,3.835,3.8531,3.8889,3.9305,3.94,3.8858,3.8083
3/5/2025,4.0429,3.9005,3.8455,3.7962,3.788,3.7924,3.802,3.8137,3.8262,3.8401,3.8555,3.889,3.9283,3.937,3.8823,3.8049
3/4/2025,4.039,3.8896,3.8285,3.7684,3.7565,3.7589,3.7667,3.7772,3.7896,3.803,3.8182,3.8506,3.889,3.8971,3.8418,3.7639
3/3/2025,4.0206,3.8653,3.7981,3.7184,3.6897,3.6813,3.6875,3.6978,3.7106,3.7246,3.7401,3.7738,3.813,3.823,3.7687,3.6917
2/28/2025,4.0507,3.902,3.8378,3.7638,3.7404,3.7358,3.7415,3.7509,3.7622,3.7752,3.7897,3.8214,3.8592,3.8667,3.8108,3.7325
2/27/2025,4.1013,3.9585,3.8938,3.8158,3.792,3.7874,3.7932,3.8024,3.8132,3.8252,3.8393,3.8703,3.9072,3.9138,3.8566,3.7775
2/26/2025,4.1177,3.9769,3.9126,3.8335,3.8068,3.7987,3.8022,3.8093,3.819,3.8295,3.842,3.8701,3.9038,3.9065,3.8469,3.7655
2/25/2025,4.1228,3.9915,3.9347,3.8678,3.846,3.8409,3.8455,3.853,3.863,3.8736,3.8859,3.9135,3.9464,3.948,3.8875,3.8055
2/24/2025,4.1617,4.0513,4.0101,3.9644,3.9542,3.955,3.9618,3.9707,3.9804,3.9911,4.0035,4.0305,4.063,4.0633,4.002,3.9193
2/21/2025,4.1771,4.0775,4.0423,3.9998,3.9895,3.9902,3.9965,4.0047,4.014,4.0239,4.0357,4.0625,4.0949,4.0963,4.0347,3.9523
2/20/2025,4.2285,4.1443,4.1171,4.0793,4.0672,4.0663,4.0724,4.0805,4.0892,4.0992,4.1104,4.1361,4.1672,4.1665,4.1037,4.0202
2/19/2025,4.2415,4.1546,4.127,4.0936,4.0898,4.0951,4.1039,4.1137,4.1235,4.1342,4.1461,4.1723,4.2038,4.2028,4.1388,4.0551
2/18/2025,4.2597,4.178,4.1545,4.1218,4.1123,4.112,4.1165,4.1223,4.1291,4.1375,4.147,4.1704,4.1995,4.1965,4.13,4.0443
2/17/2025,4.2254,4.1347,4.1121,4.0699,4.0503,4.0428,4.0466,4.0545,4.0625,4.0715,4.0825,4.1072,4.1377,4.1361,4.07,3.9849
2/14/2025,4.2324,4.1425,4.1121,4.0699,4.0503,4.0428,4.0466,4.0545,4.0625,4.0715,4.0825,4.1072,4.1377,4.1361,4.07,3.9849
2/13/2025,4.2685,4.19,4.1663,4.1313,4.1183,4.1157,4.1205,4.127,4.134,4.1423,4.1519,4.175,4.2035,4.199,4.1306,4.0435
2/12/2025,4.2981,4.23,4.2152,4.1945,4.1921,4.1967,4.205,4.213,4.2198,4.2276,4.2366,4.2582,4.2846,4.2767,4.2063,4.117
2/11/2025,4.2451,4.1622,4.1348,4.0975,4.0851,4.0828,4.0873,4.0935,4.0999,4.1072,4.1163,4.1379,4.1646,4.1563,4.0855,3.9966
2/10/2025,4.2318,4.1462,4.1179,4.0749,4.056,4.0488,4.0505,4.0545,4.0593,4.0653,4.0736,4.095,4.1212,4.1121,4.0415,3.9519
2/7/2025,4.2387,4.1572,4.13,4.0885,4.0715,4.0649,4.0644,4.066,4.0685,4.0728,4.0792,4.098,4.121,4.1095,4.0365,3.946
2/6/2025,4.1818,4.0895,4.0575,4.0131,3.994,3.9862,3.9857,3.9874,3.9904,3.9948,4.002,4.022,4.0464,4.0363,3.9642,3.8745
2/5/2025,4.1702,4.0722,4.0357,3.9865,3.9655,3.9574,3.9568,3.9587,3.9624,3.9676,3.975,3.9951,4.0194,4.0092,3.9368,3.8467
2/4/2025,4.1818,4.0906,4.0632,4.0297,4.0211,4.0212,4.026,4.0314,4.0378,4.0448,4.0541,4.0757,4.1018,4.0918,4.0204,3.9312
2/3/2025,4.1964,4.1138,4.0948,4.0706,4.0646,4.0662,4.0721,4.0785,4.0853,4.0929,4.1025,4.1236,4.1491,4.1386,4.0664,3.977
